1,1
2,4
3,5
4,7
5,7
6,7
7,7
8,7
9,7
10,11
11,11
12,11
13,1
14,13
15,16
16,18
17,18
18,18
19,18
20,18
21,22
22,22
23,22
24,22
25,22
26,22
27,22
28,22
29,22
30,22
31,22
32,22
33,22
34,24
35,26
36,27
37,34
38,36
39,36
40,36
41,36
42,39
43,39
44,39
45,39
46,39
47,39
48,39
49,39
50,39
51,39
52,39
53,39
54,39
55,39
56,39
57,39
58,39
59,39
60,39
61,39
62,39
63,39
64,39
65,39
66,39
67,39
68,39
69,39
70,39
71,39
72,39
73,39
74,39
75,39
76,39
77,39
78,39
79,46
80,46
81,51
82,53
83,56
84,56
85,56
86,56
87,56
88,56
89,56
90,56
91,56
92,56
93,56
94,56
95,56
96,56
97,56
98,56
99,57
100,59
101,60
102,60
103,64
104,64
105,64
106,64
107,66
108,66
109,66
110,66
111,66
112,66
113,66
114,66
115,66
116,66
117,66
118,66
119,66
120,68
121,70
122,71
123,72
124,75
125,76
126,76
127,77
128,79
129,82
130,82
131,82
132,83
133,83
134,83
135,83
136,84
137,85
138,86
139,87
140,87
141,87
142,88
143,88
144,94
145,96
146,99
147,99
148,103
149,107
150,109
151,112
152,112
153,112
154,112
155,112
156,114
157,114
158,115
159,115
160,115
161,115
162,115
163,115
164,115
165,118
166,118
167,122
168,124
169,125
170,127
171,128
172,131
173,133
174,142
175,144
176,144
177,144
178,144
179,144
180,144
181,144
182,144
183,144
184,144
185,144
186,144
187,144
188,144
189,144
190,144
191,144
192,144
193,144
194,144
195,144
196,144
197,144
198,144
199,144
200,144
201,144
202,144
203,144
204,144
205,144
206,144
207,144
208,145
209,153
210,154
211,154
212,154
213,154
214,155
215,159
216,160
217,161
218,162
219,162
220,162
221,162
222,162
223,163
224,163
225,163
226,164
227,164
228,164
229,164
230,164
231,164
232,164
233,164
234,164
235,164
236,164
237,164
238,164
239,164
240,164
241,164
242,164
243,164
244,164
245,164
246,164
247,164
248,164
249,164
250,164
251,164
252,164
253,164
254,164
255,164
256,164
257,167
258,169
259,170
260,174
261,174
262,174
263,174
264,174
265,174
266,174
267,175
268,175
269,182
270,182
271,185
272,185
273,188
274,188
275,189
276,189
277,189
278,189
279,189
280,189
281,189
282,189
283,189
284,189
285,189
286,189
287,189
288,189
289,189
290,189
291,189
292,189
293,189
294,189
295,189
296,189
297,189
298,189
299,189
300,189
301,189
302,189
303,189
304,189
305,189
306,189
307,189
308,192
309,192
310,192
311,195
312,195
313,195
314,195
315,195
316,195
317,195
318,195
319,195
320,195
321,198
322,200
323,200
324,202
325,204
326,207
327,208
328,208
329,209
330,212
331,213
332,215
333,216
334,217
335,217
336,217
337,218
338,218
339,223
340,223
341,223
342,223
343,223
344,223
345,223
346,223
347,226
348,226
349,226
350,226
351,227
352,227
353,230
354,230
355,230
356,230
357,233
358,233
359,234
360,234
361,234
362,234
363,235
364,240
365,240
366,243
367,244
368,244
369,244
370,249
371,251
372,251
373,253
374,254
375,254
376,255
377,260
378,263
379,267
380,272
381,273
382,274
383,275
384,275
385,276
386,282
387,287
388,288
389,289
390,289
391,295
392,296
393,296
394,296
395,297
396,298
397,298
398,298
399,305
400,305
401,306
402,308
403,308
404,312
405,313
406,313
407,315
408,315
409,315
410,315
411,315
412,315
413,316
414,316
415,316
416,316
417,316
418,319
419,323
420,323
421,328
422,334
423,334
424,336
425,336
426,336
427,336
428,337
429,340
430,342
431,344
432,344
433,346
434,348
435,348
436,348
437,350
438,351
439,353
440,353
441,353
442,354
443,357
444,357
445,357
446,357
447,357
448,357
449,357
450,357
451,358
452,361
453,363
454,363
455,364
456,364
457,370
458,373
459,373
460,374
461,375
462,380
463,381
464,383
465,385
466,386
467,387
468,389
469,389
470,389
471,389
472,389
473,389
474,389
475,389
476,390
477,392
478,392
479,392
480,392
481,396
482,396
483,398
484,404
485,404
486,406
487,408
488,409
489,410
490,412
491,412
492,415
493,416
494,416
495,416
496,416
497,416
498,416
499,416
500,416
501,416
502,416
503,416
504,416
505,416
506,416
507,416
508,
509,
510,
511,
512,
513,
514,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
